semana,semana_num,sprint,indice,id,titulo,descricao,tipo,data_ddmmaaaa,hora_hhmm,data_hora_iso,professor,is_instrucao,is_autoestudo,is_atividade_ponderada,parent_instruction_id,parent_instruction_title,anchor_method,anchor_confidence,links_urls,materiais_urls,arquivos_urls,num_links,num_materiais,num_arquivos,record_hash,texto_completo,links,materiais,arquivos
Semana 07,7,4,1,e093a9a49e2f469a85144bd2aa57a0c0,Sprint Planning 4  e Demonstração de Aprendizagem,02/06/2025 - 14:00h,Outros,02/06/2025,14:00,2025-06-02T14:00:00-03:00,,True,False,False,,,,,,,,0,0,0,3839559690b147694a95bea49e937a39a58b9987,"Sprint Planning 4  e Demonstração de Aprendizagem








02/06/2025 - 14:00h",,,
Semana 07,7,4,2,8b4d7dc0724f449aab0af36c712983b6,"Análise de Componentes Principais (PCA): Entendendo através das matrizes de covarância, autovalores e autovetores.","03/06/2025 - 14:00h








Luciano Galdino",Outros,03/06/2025,14:00,2025-06-03T14:00:00-03:00,Luciano Galdino,True,False,False,,,,,,,,0,0,0,dd0fca5f486ab6b6a6f4583abb5c25bcd29567a0,"Análise de Componentes Principais (PCA): Entendendo através das matrizes de covarância, autovalores e autovetores.








03/06/2025 - 14:00h








Luciano Galdino",,,
Semana 07,7,4,3,20aa87f34aae409682cab2f5b26fb330,Vídeo 3: Covariance - Clearly Explained (by StatQuest),Luciano Galdino,Outros,,,,Luciano Galdino,False,False,False,,,,,,,,0,0,0,6fddb85cba75d1ded3fe046663cfd508b6875b9e,"Vídeo 3: Covariance - Clearly Explained (by StatQuest)








Luciano Galdino",,,
Semana 07,7,4,4,989c293324524afba96886579f54c65a,Vídeo 4: Principal Component Analysis (by Visually Explained),Luciano Galdino,Outros,,,,Luciano Galdino,False,False,False,,,,,,,,0,0,0,fb647cf68a933e86c91ef38f933da0c2a6bfebfc,"Vídeo 4: Principal Component Analysis (by Visually Explained)








Luciano Galdino",,,
Semana 07,7,4,5,e8709ad23ecc4188883f3aea729c73f8,"Vídeo 5: Análise de Componentes Principais (PCA), Passo a Passo (by StatQuest)",Luciano Galdino,Outros,,,,Luciano Galdino,False,False,False,,,,,,,,0,0,0,55a68287a020d51bf8bed7bc4f54aa2d248be87f,"Vídeo 5: Análise de Componentes Principais (PCA), Passo a Passo (by StatQuest)








Luciano Galdino",,,
Semana 07,7,4,6,6576fb3828ff4e0fb2a6fa02c074c027,Compilação dos resultados para aplicação em storytelling de dados,"04/06/2025 - 14:00h








Bruna Mayer Costa",Outros,04/06/2025,14:00,2025-06-04T14:00:00-03:00,Bruna Mayer Costa,True,False,False,,,,,,,,0,0,0,9f85899086fa5aa4113847053fb04d62be9a44ac,"Compilação dos resultados para aplicação em storytelling de dados








04/06/2025 - 14:00h








Bruna Mayer Costa",,,
Semana 07,7,4,7,340e01f844774785b1b728ef7e37286c,Guia do Data Storytelling: como cativar sua audiência com histórias baseadas em dados valiosos,Bruna Mayer Costa,Outros,,,,Bruna Mayer Costa,False,False,False,,,,,,,,0,0,0,6897361208ce61aedfce0de1db8786a155bcbffe,"Guia do Data Storytelling: como cativar sua audiência com histórias baseadas em dados valiosos








Bruna Mayer Costa",,,
Semana 07,7,4,8,44f43558e94a4c2e98ccd03c9263d5c4,Data Storytelling: Como apresentar dados e gráficos de forma criativa,Bruna Mayer Costa,Outros,,,,Bruna Mayer Costa,False,False,False,,,,,,,,0,0,0,6c3b8277d0151ed66e809fe37b1ee29eb3ec03fd,"Data Storytelling: Como apresentar dados e gráficos de forma criativa








Bruna Mayer Costa",,,
Semana 07,7,4,9,a53c28a9e37e49be933a69aed91ff437,O que é storytelling com dados e como aplicar?,Bruna Mayer Costa,Outros,,,,Bruna Mayer Costa,False,False,False,,,,,,,,0,0,0,70c1e6ebf966ea6deabc0f55452113cf86b97abb,"O que é storytelling com dados e como aplicar?








Bruna Mayer Costa",,,
Semana 07,7,4,10,d5d8ac08101143f6a0aeb64ba473442f,Making data mean more through storytelling,Bruna Mayer Costa,Outros,,,,Bruna Mayer Costa,False,False,False,,,,,,,,0,0,0,4baaa3053ede87fd2e7c95a23d6083dea786e904,"Making data mean more through storytelling








Bruna Mayer Costa",,,
Semana 07,7,4,11,5f04ffea7cda4b72aa3c86120822a3b4,Monitoramento e logging: Técnicas de monitoramento de desempenho e logging em tempo real para serviços em nuvem,"05/06/2025 - 14:00h








Afonso Cesar Lelis Brandão",Outros,05/06/2025,14:00,2025-06-05T14:00:00-03:00,Afonso Cesar Lelis Brandão,True,False,False,,,,,,,,0,0,0,b9b4b71751a08d06c9dc13f0b192430ab67849c1,"Monitoramento e logging: Técnicas de monitoramento de desempenho e logging em tempo real para serviços em nuvem








05/06/2025 - 14:00h








Afonso Cesar Lelis Brandão",,,
Semana 07,7,4,12,5f1eb251adb74bc5bf0a955366153b4b,Otimize o desempenho do aplicativo com tracing e registro em log eficazes,Afonso Cesar Lelis Brandão,Outros,,,,Afonso Cesar Lelis Brandão,False,False,False,,,,,,,,0,0,0,8ea4d96d0efe44d1788c4716ffc5af9cb2f2911c,"Otimize o desempenho do aplicativo com tracing e registro em log eficazes








Afonso Cesar Lelis Brandão",,,
Semana 07,7,4,13,c39af0d81d5040e38bce91ccd8cb37a6,Distributed Logging & Metrics Framework | Systems Design Interview Questions With Ex-Google SWE,Afonso Cesar Lelis Brandão,Outros,,,,Afonso Cesar Lelis Brandão,False,False,False,,,,,,,,0,0,0,fb3a629a0089ed3b6b284d41ca62856f7463217e,"Distributed Logging & Metrics Framework | Systems Design Interview Questions With Ex-Google SWE








Afonso Cesar Lelis Brandão",,,
Semana 07,7,4,14,454a61664ae6454799692346d87dec6c,Tópicos extras em paradigmas de programação - Padrões AutoML em dotnet,"06/06/2025 - 14:00h








Ovidio Lopes da Cruz Netto",Outros,06/06/2025,14:00,2025-06-06T14:00:00-03:00,,True,False,False,,,,,,,,0,0,0,0548a93615df3261cd8617e4ddfa25305b3dc6b7,"Tópicos extras em paradigmas de programação - Padrões AutoML em dotnet








06/06/2025 - 14:00h








Ovidio Lopes da Cruz Netto",,,
Semana 07,7,4,15,c46f16f0c6ab47f68c5485ebbb7f67d0,Como usar a API de AutoML (machine learning automatizado) do ML.NET,Ovidio Lopes da Cruz Netto,Outros,,,,,False,False,False,,,,,,,,0,0,0,a6fa294250b53be18e7c616c574d45ce84cc3621,"Como usar a API de AutoML (machine learning automatizado) do ML.NET








Ovidio Lopes da Cruz Netto",,,
Semana 07,7,4,16,5b89ef425afe4f69930a3c1591b33a52,Treinar um modelo de recomendação usando o Model Builder,,Outros,,,,,False,False,False,,,,,,,,0,0,0,e37262897008d5a7773e750b2ea526a28e8be2a1,Treinar um modelo de recomendação usando o Model Builder,,,
Semana 07,7,4,17,9db90257dc054f3d9801378a42a21f5c,Faça a questão ponderada referente à análise de componentes principais.,"Nota: 0.0








Luciano Galdino

Atividade ponderada",Atividade,,,,Luciano Galdino,False,False,True,8b4d7dc0724f449aab0af36c712983b6,"Análise de Componentes Principais (PCA): Entendendo através das matrizes de covarância, autovalores e autovetores.","professor,sim=0.21,prev_prox=0.00",high,,,,0,0,0,6d6d9353edbccf35eea3f41ccee9bbda018aa714,"Faça a questão ponderada referente à análise de componentes principais.

Nota: 0.0








Luciano Galdino

Atividade ponderada",,,
Semana 07,7,4,18,29d146a5b92b4c2c9b52948c01e4230a,Teoria: Teoria de Matrizes e Autovalores,Luciano Galdino,Outros,,,,Luciano Galdino,False,False,False,,,,,,,,0,0,0,354b10d2412e7151d810e60eb772e56be2eaa88f,"Teoria: Teoria de Matrizes e Autovalores








Luciano Galdino",,,
Semana 07,7,4,19,d103009e1ce64f9ea7d3a1862780e9dd,"Vídeo 1: Vetores, o que são eles afinal? (por 3Blue1Brown)",Luciano Galdino,Outros,,,,Luciano Galdino,False,False,False,,,,,,,,0,0,0,23fe93acf4ff04806c99ece7aaa410fb97a3cea2,"Vídeo 1: Vetores, o que são eles afinal? (por 3Blue1Brown)








Luciano Galdino",,,
Semana 07,7,4,20,400eb22aa8b34c51959b0fff452e31f5,Vídeo 2: Autovetores e autovalores - A essência da Álgebra Linear (por 3Blue1Brown,Luciano Galdino,Outros,,,,Luciano Galdino,False,False,False,,,,,,,,0,0,0,77ba4f8f3a33f8feef9b85dbb93ccd88bbd09e79,"Vídeo 2: Autovetores e autovalores - A essência da Álgebra Linear (por 3Blue1Brown








Luciano Galdino",,,
Semana 08,8,4,1,cea8115fc9054aa48e98d7685fc15348,Boas práticas para arquiteturas orientadas a serviço na nuvem,"09/06/2025 - 14:00h








Afonso Cesar Lelis Brandão",Outros,09/06/2025,14:00,2025-06-09T14:00:00-03:00,Afonso Cesar Lelis Brandão,True,False,False,,,,,,,,0,0,0,88aefa14f1dfce0593d08bb2028606eeddf8efe9,"Boas práticas para arquiteturas orientadas a serviço na nuvem








09/06/2025 - 14:00h








Afonso Cesar Lelis Brandão",,,
Semana 08,8,4,2,ae71150942654ef49223aca3b40c2a6e,Práticas recomendadas para desenvolver arquiteturas orientadas por eventos em sua organização,Afonso Cesar Lelis Brandão,Outros,,,,Afonso Cesar Lelis Brandão,False,False,False,,,,,,,,0,0,0,2de06ec77bb69345dfd9aad2666b93cc8a92303d,"Práticas recomendadas para desenvolver arquiteturas orientadas por eventos em sua organização








Afonso Cesar Lelis Brandão",,,
Semana 08,8,4,3,27381662b24b409788a3e60a743acfbc,Implemente Estratégias Multi-Cloud,Afonso Cesar Lelis Brandão,Outros,,,,Afonso Cesar Lelis Brandão,False,False,False,,,,,,,,0,0,0,0ea63ebaa4b34d12b0743ef1cd5743d09a516f1e,"Implemente Estratégias Multi-Cloud








Afonso Cesar Lelis Brandão",,,
Semana 08,8,4,4,f46de116ea7e4da7a84bc330ac434b60,Garanta Segurança e Conformidade,Afonso Cesar Lelis Brandão,Outros,,,,Afonso Cesar Lelis Brandão,False,False,False,,,,,,,,0,0,0,084be075359bc180625c1296aaad57ca46df1705,"Garanta Segurança e Conformidade








Afonso Cesar Lelis Brandão",,,
Semana 08,8,4,5,4028f78a04aa47cbacc28d16afca3d5c,Gestão de Relacionamento e Customer Experience,"10/06/2025 - 14:00h








Rafael Ricardo Jacomossi",Outros,10/06/2025,14:00,2025-06-10T14:00:00-03:00,Rafael Ricardo Jacomossi,True,False,False,,,,,,,,0,0,0,1937de99cc4b1be59f2a9d841407a67e307278c3,"Gestão de Relacionamento e Customer Experience








10/06/2025 - 14:00h








Rafael Ricardo Jacomossi",,,
Semana 08,8,4,6,9ff4eb8fb89d45dabef01d7640c9fefa,O que é CRM ?,Rafael Ricardo Jacomossi,Outros,,,,Rafael Ricardo Jacomossi,False,False,False,,,,,,,,0,0,0,e38e0a8e67dd8607305378b49d6c172b974b73e6,"O que é CRM ?








Rafael Ricardo Jacomossi",,,
Semana 08,8,4,7,42cc37f247a54195a1a21f42df51c650,Como aproximar o cliente das empresas,Rafael Ricardo Jacomossi,Outros,,,,Rafael Ricardo Jacomossi,False,False,False,,,,,,,,0,0,0,bd89062453df520848e79d73b150bb13dc730967,"Como aproximar o cliente das empresas








Rafael Ricardo Jacomossi",,,
Semana 08,8,4,8,cbd835afda8641fc9994a3ceb4917dc6,"Inteligência artificial, CRM e a nova experiência do consumidor",Rafael Ricardo Jacomossi,Outros,,,,Rafael Ricardo Jacomossi,False,False,False,,,,,,,,0,0,0,34d06aa5f48038680bd37e4598b65259a985ea86,"Inteligência artificial, CRM e a nova experiência do consumidor








Rafael Ricardo Jacomossi",,,
Semana 08,8,4,9,611b24dffae34f7e8dd064b6179a6415,Como gerenciar o relacionamento com o cliente?,Rafael Ricardo Jacomossi,Outros,,,,Rafael Ricardo Jacomossi,False,False,False,,,,,,,,0,0,0,0dc74dda9f22b028a0c8c1964f4c9a6fb61ed770,"Como gerenciar o relacionamento com o cliente?








Rafael Ricardo Jacomossi",,,
Semana 08,8,4,10,6b97b5cb06dd4a81a04972d61d693f92,Negociação: eu e o outro,"11/06/2025 - 14:00h








Filipe Gonçalves de Souza Nogueira da Silva",Outros,11/06/2025,14:00,2025-06-11T14:00:00-03:00,,True,False,False,,,,,,,,0,0,0,67c412ad3738740fac864e860bf55b874471ddc2,"Negociação: eu e o outro








11/06/2025 - 14:00h








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 08,8,4,11,cbcea489b30742a4bad5177d11f2ef52,Encontro de orientação,12/06/2025 - 14:00h,Outros,12/06/2025,14:00,2025-06-12T14:00:00-03:00,,True,False,False,,,,,,,,0,0,0,70b0137996186a428745377a6ed117ca30a90393,"Encontro de orientação








12/06/2025 - 14:00h",,,
Semana 08,8,4,12,c28490e6b129473e94f1afc4cc3d61b9,Sprint Review e Retrospective 4,13/06/2025 - 14:00h,Outros,13/06/2025,14:00,2025-06-13T14:00:00-03:00,,True,False,False,,,,,,,,0,0,0,a10d85998c10f0e48eecaf286c11cb91eeac8e31,"Sprint Review e Retrospective 4








13/06/2025 - 14:00h",,,
Semana 08,8,4,13,a28acb0da24740799e48534ce4576650,Negociação é uma dança,Filipe Gonçalves de Souza Nogueira da Silva,Outros,,,,,False,False,False,,,,,,,,0,0,0,60a52348f73d4043c0eecfce7b27026e0112ed7c,"Negociação é uma dança








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 08,8,4,14,a8717966c447419fbdf648c4e41c5582,O caminho entre o não e o sim,Filipe Gonçalves de Souza Nogueira da Silva,Outros,,,,,False,False,False,,,,,,,,0,0,0,5d7ee55f3523050aa50e6e21dd4d1e324035605e,"O caminho entre o não e o sim








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 08,8,4,15,b2fb54354bff4289a0bac25db49d129a,Questão de Negócios Parte 3,"Nota: 10.0








Rafael Ricardo Jacomossi

Atividade ponderada",Atividade,,,,Rafael Ricardo Jacomossi,False,False,True,4028f78a04aa47cbacc28d16afca3d5c,Gestão de Relacionamento e Customer Experience,"professor,sim=0.10,prev_prox=0.50",high,,,,0,0,0,f6231d8230b304b8b30bb0993fe4c1bbbea495d1,"Questão de Negócios Parte 3

Nota: 10.0








Rafael Ricardo Jacomossi

Atividade ponderada",,,
Semana 08,8,4,16,59d66e48295e4a06b8ce7e3b703693a5,Comunicação e negociação: conceitos e práticas organizacionais,"Nota: 6.5








Filipe Gonçalves de Souza Nogueira da Silva

Atividade ponderada",Atividade,,,,,False,False,True,c28490e6b129473e94f1afc4cc3d61b9,Sprint Review e Retrospective 4,"sim=0.14,prev_prox=1.10",medium,,,,0,0,0,455f84586d054aef2f37128991837a49a878927e,"Comunicação e negociação: conceitos e práticas organizacionais

Nota: 6.5








Filipe Gonçalves de Souza Nogueira da Silva

Atividade ponderada",,,
Semana 08,8,4,17,21387a9b35d940c49f591efc6235aa29,DESENVOLVIMENTO DO PROJETO,"Nota: 4.9

Atividade ponderada",Atividade,,,,DESENVOLVIMENTO DO PROJETO,False,False,True,c28490e6b129473e94f1afc4cc3d61b9,Sprint Review e Retrospective 4,"sim=0.00,prev_prox=1.00",medium,,,,0,0,0,fbdd6a3924ecd0eb99bd8e36cdc703015080aaad,"DESENVOLVIMENTO DO PROJETO

Nota: 4.9

Atividade ponderada",,,
Semana 08,8,4,18,6f0224920e2147bd9493f809b11f00cd,EVOLUÇÃO DO BANCO DE DADOS,"Nota: 5.3

Atividade ponderada",Atividade,,,,EVOLUÇÃO DO BANCO DE DADOS,False,False,True,cbcea489b30742a4bad5177d11f2ef52,Encontro de orientação,"sim=0.17,prev_prox=0.80",medium,,,,0,0,0,e72ae525ef0e2b7b312d6cfbf7e6174d0b3ba755,"EVOLUÇÃO DO BANCO DE DADOS

Nota: 5.3

Atividade ponderada",,,
Semana 08,8,4,19,743eb77b05c0403fab98e3e945bfca3e,EXECUÇÃO DE TESTES,"Nota: 5.4

Atividade ponderada",Atividade,,,,EXECUÇÃO DE TESTES,False,False,True,cbcea489b30742a4bad5177d11f2ef52,Encontro de orientação,"sim=0.25,prev_prox=0.70",medium,,,,0,0,0,1eed329a901cf62e0a5f3f94bf877904b0652283,"EXECUÇÃO DE TESTES

Nota: 5.4

Atividade ponderada",,,
Semana 08,8,4,20,7560834dbebc4e858fc490f4a033911f,GESTÃO DE PROJETOS EVOLUTIVA,"Nota: 4.2

Atividade ponderada",Atividade,,,,GESTÃO DE PROJETOS EVOLUTIVA,False,False,True,cbcea489b30742a4bad5177d11f2ef52,Encontro de orientação,"sim=0.20,prev_prox=0.60",medium,,,,0,0,0,f52d05bdbb8fc6bd9245e1be14eb286f0ce9b38c,"GESTÃO DE PROJETOS EVOLUTIVA

Nota: 4.2

Atividade ponderada",,,
Semana 09,9,5,1,7bc70712d1f84d498d6448bf5dbcd0d2,Sprint Planning 5 e Demonstração de Aprendizagem,16/06/2025 - 14:00h,Outros,16/06/2025,14:00,2025-06-16T14:00:00-03:00,,True,False,False,,,,,,,,0,0,0,694d2a636d6e2065ae13ac16c83e835642242e57,"Sprint Planning 5 e Demonstração de Aprendizagem








16/06/2025 - 14:00h",,,
Semana 09,9,5,2,4b14779cb55d47e49c6770fef2979f53,Segurança em sistemas distribuídos: Princípios de segurança aplicados a serviços na nuvem e APIs,"17/06/2025 - 14:00h








Afonso Cesar Lelis Brandão",Outros,17/06/2025,14:00,2025-06-17T14:00:00-03:00,Afonso Cesar Lelis Brandão,True,False,False,,,,,,,,0,0,0,90d7274a7739d809f3322fd7d072ffe4e8c6f623,"Segurança em sistemas distribuídos: Princípios de segurança aplicados a serviços na nuvem e APIs








17/06/2025 - 14:00h








Afonso Cesar Lelis Brandão",,,
Semana 09,9,5,3,8f779a6764cd47ca9dab5925784ad576,Security of Microservice Applications: A Practitioners' Perspective on Challenges and Best Practices,Afonso Cesar Lelis Brandão,Outros,,,,Afonso Cesar Lelis Brandão,False,False,False,,,,,,,,0,0,0,40f84d7527c235dbf76b3488f84f8b91992a9539,"Security of Microservice Applications: A Practitioners' Perspective on Challenges and Best Practices








Afonso Cesar Lelis Brandão",,,
Semana 09,9,5,4,f4bb8bdd55234fd590cb9643ea8a268f,Categorização dos Desafios de Segurança em Nuvem Relacionados à Virtualização,Afonso Cesar Lelis Brandão,Outros,,,,Afonso Cesar Lelis Brandão,False,False,False,,,,,,,,0,0,0,2954f5e0c366cc25cc463caba562a1b53557550f,"Categorização dos Desafios de Segurança em Nuvem Relacionados à Virtualização








Afonso Cesar Lelis Brandão",,,
Semana 09,9,5,5,e88176e836a249fca880cb6e4d4b1e8e,Autoavaliação,"Nota: 10.0

Atividade ponderada",Atividade,,,,,False,False,True,4b14779cb55d47e49c6770fef2979f53,Segurança em sistemas distribuídos: Princípios de segurança aplicados a serviços na nuvem e APIs,"sim=0.00,prev_prox=1.20",medium,,,,0,0,0,522730bc40af7d4091e718c336e98b224dbbcc63,"Autoavaliação

Nota: 10.0

Atividade ponderada",,,
Semana 09,9,5,6,141849e1ef6e48108719f8f08af68da0,Autoavaliação do grupo,,Avaliação,,,,,False,False,False,,,,,,,,0,0,0,ab7da9abd88b1ad90fb39356d9149c25651751f7,Autoavaliação do grupo,,,
Semana 09,9,5,7,5937eb8aaaaf4259ba58c518b6fcd58a,Avaliação em pares,"Nota: 6.8

Atividade ponderada",Atividade,,,,,False,False,True,4b14779cb55d47e49c6770fef2979f53,Segurança em sistemas distribuídos: Princípios de segurança aplicados a serviços na nuvem e APIs,"sim=0.07,prev_prox=1.00",medium,,,,0,0,0,0e1b9bbc67ef8b44813f6a899686e779d940f6cf,"Avaliação em pares

Nota: 6.8

Atividade ponderada",,,
Semana 09,9,5,8,bebcbb175433443cbefb43fdfd1603ed,Avaliação geral,,Avaliação,,,,,False,False,False,,,,,,,,0,0,0,c1fce12430872354d8209816b16f3970509b6604,Avaliação geral,,,
Semana 09,9,5,9,b4566217dcd349c2ba2c2fb1712b7cd3,Prova do Módulo,"Nota: 8.2








18/06/2025 - 14:00h

Atividade ponderada",Atividade,18/06/2025,14:00,2025-06-18T14:00:00-03:00,,True,False,True,b4566217dcd349c2ba2c2fb1712b7cd3,Prova do Módulo,"same_date,sim=1.00,prev_prox=1.50",high,,,,0,0,0,63945ec0abd21b4118d40e47fae1a67aa72ff4a4,"Prova do Módulo

Nota: 8.2








18/06/2025 - 14:00h

Atividade ponderada",,,
Semana 10,10,5,1,f0fdb690168043ac99bdabd7b0c55e5d,Encontro de Orientação,23/06/2025 - 14:00h,Outros,23/06/2025,14:00,2025-06-23T14:00:00-03:00,,True,False,False,,,,,,,,0,0,0,eb042cfdb3550254dbc87626ceaee6a3dd4cbe2e,"Encontro de Orientação








23/06/2025 - 14:00h",,,
Semana 10,10,5,2,b9e900bae05f47a184a770d11c342087,Novos modelos: marketplace e two sided marked,"24/06/2025 - 14:00h








Rafael Ricardo Jacomossi",Outros,24/06/2025,14:00,2025-06-24T14:00:00-03:00,Rafael Ricardo Jacomossi,True,False,False,,,,,,,,0,0,0,f17d5f1b7433be3bbb8d3822032651c0a425c45e,"Novos modelos: marketplace e two sided marked








24/06/2025 - 14:00h








Rafael Ricardo Jacomossi",,,
Semana 10,10,5,3,1d57f8f351a64c08abe65369cf46a77f,Two-Sided Market: Definition and Examples,Rafael Ricardo Jacomossi,Outros,,,,Rafael Ricardo Jacomossi,False,False,False,,,,,,,,0,0,0,ebb4f7b38e43375e6758965554e11755942bbd53,"Two-Sided Market: Definition and Examples








Rafael Ricardo Jacomossi",,,
Semana 10,10,5,4,9dd37047b644483b9b641b5a7b7a7b15,Prime Day and the broad reach of Amazon's ecosystem,Rafael Ricardo Jacomossi,Outros,,,,Rafael Ricardo Jacomossi,False,False,False,,,,,,,,0,0,0,62a3fb5e0f11e59b3a7e440039fcddbb65543984,"Prime Day and the broad reach of Amazon's ecosystem








Rafael Ricardo Jacomossi",,,
Semana 10,10,5,5,c33c99a24671437bb94257a8e5ed7e03,O que é omnichannel?,Rafael Ricardo Jacomossi,Outros,,,,Rafael Ricardo Jacomossi,False,False,False,,,,,,,,0,0,0,fc1a3de74c54d96fb9d242d6f356388fbe587ec6,"O que é omnichannel?








Rafael Ricardo Jacomossi",,,
Semana 10,10,5,6,c0aab878ab844a4a8441e041bb35a714,"Argumentação, falácias e correlações espúrias","25/06/2025 - 14:00h








Filipe Gonçalves de Souza Nogueira da Silva",Outros,25/06/2025,14:00,2025-06-25T14:00:00-03:00,,True,False,False,,,,,,,,0,0,0,12b13fbde02b339d604e29193f63293a7e351193,"Argumentação, falácias e correlações espúrias








25/06/2025 - 14:00h








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 10,10,5,7,af4436d625f7471e8da0dd90a42d841c,O que é um argumento?,Filipe Gonçalves de Souza Nogueira da Silva,Outros,,,,,False,False,False,,,,,,,,0,0,0,3e6db069a2d80db50affbf6cd6cfb51568086f54,"O que é um argumento?








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 10,10,5,8,c47ab7b844564fe1b64e92fb22e84f22,Como identificar um bom argumento?,Filipe Gonçalves de Souza Nogueira da Silva,Outros,,,,,False,False,False,,,,,,,,0,0,0,4395fb2cbf6ad7cc19ee368b1e733e9f8f099709,"Como identificar um bom argumento?








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 10,10,5,9,7626f665c3e24543b00a32770e62b8fd,Você conhece as falácias?,Filipe Gonçalves de Souza Nogueira da Silva,Outros,,,,,False,False,False,,,,,,,,0,0,0,2a68e83db70e944a6c31d5d94ee6509bd88a284b,"Você conhece as falácias?








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 10,10,5,10,f17220cfad874f87859c8b13eabf3832,Falácias no ambiente de trabalho,Filipe Gonçalves de Souza Nogueira da Silva,Outros,,,,,False,False,False,,,,,,,,0,0,0,6f3969bc8eca6b7692f27f4c19492373900bb094,"Falácias no ambiente de trabalho








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 10,10,5,11,0e498bc1e18e4113b7c3dedb55507dcf,Pensando logicamente,Filipe Gonçalves de Souza Nogueira da Silva,Outros,,,,,False,False,False,,,,,,,,0,0,0,8895cf66b420ba91d6ee125e227654044013bae4,"Pensando logicamente








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 10,10,5,12,d3a50b3199ba44a0899c3a87c63d0735,Apresentação Final e Sprint Retrospective 5,26/06/2025 - 14:00h,Outros,26/06/2025,14:00,2025-06-26T14:00:00-03:00,,True,False,False,,,,,,,,0,0,0,444d2db6795e1bb7f0681b7b9a32667675c8f4c7,"Apresentação Final e Sprint Retrospective 5








26/06/2025 - 14:00h",,,
Semana 10,10,5,13,ba36ff824c444f5087c91cdc56bb3d31,DESENVOLVIMENTO DO PROJETO,"Nota: 7.8

Atividade ponderada",Atividade,,,,DESENVOLVIMENTO DO PROJETO,False,False,True,d3a50b3199ba44a0899c3a87c63d0735,Apresentação Final e Sprint Retrospective 5,"sim=0.00,prev_prox=1.40",medium,,,,0,0,0,fbdd6a3924ecd0eb99bd8e36cdc703015080aaad,"DESENVOLVIMENTO DO PROJETO

Nota: 7.8

Atividade ponderada",,,
Semana 10,10,5,14,ecae9f9dd71a49dabe442e8ac0c38bc7,EXECUÇÃO DE TESTES,"Nota: 8.0

Atividade ponderada",Atividade,,,,EXECUÇÃO DE TESTES,False,False,True,d3a50b3199ba44a0899c3a87c63d0735,Apresentação Final e Sprint Retrospective 5,"sim=0.00,prev_prox=1.30",medium,,,,0,0,0,1eed329a901cf62e0a5f3f94bf877904b0652283,"EXECUÇÃO DE TESTES

Nota: 8.0

Atividade ponderada",,,
Semana 10,10,5,15,b78f58f29c0b4ae1b239c01566778274,GESTÃO DE PROJETOS EVOLUTIVA,"Nota: 5.9

Atividade ponderada",Atividade,,,,GESTÃO DE PROJETOS EVOLUTIVA,False,False,True,d3a50b3199ba44a0899c3a87c63d0735,Apresentação Final e Sprint Retrospective 5,"sim=0.00,prev_prox=1.20",medium,,,,0,0,0,f52d05bdbb8fc6bd9245e1be14eb286f0ce9b38c,"GESTÃO DE PROJETOS EVOLUTIVA

Nota: 5.9

Atividade ponderada",,,
Semana 10,10,5,16,f2c1cb9a5fb14231bbd2bfa771050f93,VERSÃO FINAL DO PROJETO,"Nota: 7.7

Atividade ponderada",Atividade,,,,VERSÃO FINAL DO PROJETO,False,False,True,d3a50b3199ba44a0899c3a87c63d0735,Apresentação Final e Sprint Retrospective 5,"sim=0.14,prev_prox=1.10",medium,,,,0,0,0,3fea2367ca89d2e4942f8e5ebc6219c261d860b3,"VERSÃO FINAL DO PROJETO

Nota: 7.7

Atividade ponderada",,,
